"","methanotrophy","methanogenesis_by_CO2_reduction_with_H2","methanogenesis_by_reduction_of_methyl_compounds_with_H2","hydrogenotrophic_methanogenesis","methanogenesis","methanol_oxidation","methylotrophy","aerobic_ammonia_oxidation","aerobic_nitrite_oxidation","sulfate_respiration","sulfur_respiration","nitrate_denitrification","chitinolysis","dark_hydrogen_oxidation","nitrogen_fixation","cellulolysis","xylanolysis","dark_sulfide_oxidation","dark_oxidation_of_sulfur_compounds","manganese_oxidation","fermentation","aerobic_chemoheterotrophy","invertebrate_parasites","human_pathogens_septicemia","human_pathogens_pneumonia","human_pathogens_gastroenteritis","human_pathogens_diarrhea","human_pathogens_all","human_gut","animal_parasites_or_symbionts","plant_pathogen","aromatic_hydrocarbon_degradation","aromatic_compound_degradation","aliphatic_non_methane_hydrocarbon_degradation","hydrocarbon_degradation","iron_respiration","nitrate_respiration","nitrate_reduction","intracellular_parasites","chlorate_reducers","predatory_or_exoparasitic","nonphotosynthetic_cyanobacteria","photosynthetic_cyanobacteria","anoxygenic_photoautotrophy_S_oxidizing","photoheterotrophy","ureolysis"
"BB8Organic.16S.S21",0.33,0,0,0,0,0,0.33,0,0,0,0,0,0,4.28,0.33,0.99,0,0,0,0,0,24.01,0,0,0.33,0,0,0.33,0,0.66,0,0,0,0,0,0,0,0,0.99,0,1.64,0.33,0,0,0.33,0
"BB8Outer.16S.S22",0.31,0,0.31,0.31,0,0.31,0.31,0,0,0,0,0,0,0.62,0,16.56,0,0,0,0,2.81,37.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0.31,0,0.94,0.31
"BB9Inner.16S.S22",0,0.48,0,0.48,0,0,0,0,0,0,0,0,0,0.48,0,0.48,0,0,0,0,4.78,15.31,0,0,0,0,0,0.48,0.48,0,0,0,0,0,0,0,0,0.48,0.48,0,0,0,0,0,0,0
"BB9Mineral.16S.S22",0.52,0,0,0,0,0,0.52,0,0,0,0,0,0,8.14,0.52,1.05,0,0,0,0,0,31.23,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,1.84,0,0.79,0.26,0,0,0.52,0
"BB9Organic.16S.S22",0.14,0,0,0,0,0,0.14,0,0,0,0,0,0,4.56,0.14,2.56,0,0,0,0,0.14,29.63,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0.14,0.28,0,0.28,0.28,0,0,0.14,0
"BB9Outer.16S.S22",0,2.38,1.19,3.57,0,0,1.19,0,0,0,0,0,0,2.38,0,0,0,0,0,0,3.57,75,0,0,0,0,0,1.19,1.19,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0
"BBGT1Inner.16S.S23",0.7,0,0,0,0,0.7,0,0,0,0,0,0,0,1.05,0,2.1,0,0,0,0,9.44,25.87,0,0,0,0,0,0.35,0.35,0,0,0,0,0,0,0,0,0.35,0,0,0.35,0,0.35,0,0,0.7
"BBGT1Mineral.16S.S23",0,0,0,0,0,0,0,0.52,0,0,0,0,0,14.51,0.26,1.3,0,0,0,0,0,27.72,0,0,0,0,0,0,0,1.55,0,0,0.26,0,0,0,0,0,0.52,0,0.52,0.26,0,0,0.26,0
"BBGT1Organic.16S.S23",0,0,0,0,0,0,0,0.36,0,0,0,0,0,12.7,0.72,0.54,0,0,0,0,0.36,32.2,0,0,0.18,0,0,0.18,0,3.22,0,0.18,1.07,0.18,0,0,0,0,1.25,0,1.07,0.36,0,0,0,0.36
"BBGT1Outer.16S.S23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.02,0,0,0,0,3.94,42.52,0,0,0,0,0,0.79,0.79,0.79,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0
"BBX1Inner.16S.S23",0.63,0.63,0,0.63,0,0.63,0,0,0,0,0,0,0,5.66,0,1.26,0,0,0,0,9.43,44.65,0,0,0,0,0,6.92,6.92,0,0,0,0,0,0,0,0,6.92,0,0,0.63,0,0,0,0,0.63
"BBX1Mineral.16S.S24",0,0,1.06,1.06,0,0,1.06,0.7,0,0,0,0,0,11.97,0.35,1.06,0,0,0,0,0,23.94,0,0,0,0,0,0,0,1.41,0,0,0.35,0,0,0,0,0.35,0.35,0,0.7,0,0,0,0,0
"BBX1Organic.16S.S24",0,0,0,0,0,0,0,0.2,0,0,0,0,0,14.34,1.39,0.4,0,0,0,0,0.4,32.47,0,0,0.2,0,0,0.2,0,1.59,0,0,0.8,0,0,0,0,0.2,0.6,0,1,0.4,0,0,0,0.2
"BBX1Outer.16S.S24",1.4,0,0,0,0,0.7,0,0,0,0,0,0,0,0.35,0.7,2.46,0,0,0,0,0.7,25.26,0,0,0,0,0,0,0,0.35,0,0,0.35,0,0,0,0,0,0,0,1.75,0.7,4.56,0,0,0.7
"BBX6Inner.16S.S24",0.81,0,0,0,0,0.81,0,0,0,0,0,0,0,4.84,0,0,0,0,0,0,33.87,28.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81
"BBX6Mineral.16S.S24",0,0,0,0,0,0,0,1.43,0,0,0,0,0,9.32,0.36,1.08,0,0,0,0,0,20.79,0,0,0,0,0,0,0,1.43,0,0,0.36,0,0,0,0,0,0.72,0,0,0,0,0,0.36,0
"BBX6Organic.16S.S25",0,0,0,0,0,0,0,1.21,0,0,0,0,0.17,11.76,0.87,0.69,0,0,0,0,0.52,32.01,0,0,0,0,0,0,0,4.5,0,0,0.35,0,0,0,0.17,0,0.35,0,0.69,0,0,0,0.35,0.17
"BBX6Outer.16S.S25",0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,1.59,0,0,0,0,4.76,49.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0
"BBX7Inner.16S.S25",1.37,0,0,0,0,1.37,0,0,0,0,0,0,0,2.74,0,0.68,0,0,0,0,39.04,26.03,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,1.37,1.37
"BBX7Mineral.16S.S25",0,0,0,0,0,0,0,0.63,0,0,0,0,0,15.24,0.32,1.27,0,0,0,0,0.32,25.4,0,0,0,0,0,0,0,1.59,0,0,0.32,0,0,0,0,0,1.27,0,0.32,0.63,0,0,0.32,0
"BBX7Organic.16S.S25",0,0,0,0,0,0,0,0.15,0,0,0,0,0,11.83,0.77,0.77,0,0,0,0,1.08,35.48,0,0,0.15,0,0,0.31,0,2.61,0,0.15,0.46,0.15,0,0,0.31,0.31,0.92,0,0.61,0.15,0,0,0.15,0.15
"BBX7Outer.16S.S26",1.79,0,0,0,0,0.89,0.89,0,0,0,0,0,0,0,0.89,0,0,0,0,0,3.57,41.07,0,0,0,0,0,2.68,2.68,0.89,0,0,1.79,0,0,0,0,2.68,0,0,0.89,0,0.89,0,0.89,0.89
"BC1Mineral.16S.S26",1,0,0,0,0,0,1,0,0,0,0,0,0,8.64,1,1.66,0,0,0,0,0,41.2,0,0,0,0,0,0.33,0,0.66,0,0,0,0,0,0.33,0,0,2.33,0,0,0.33,0,0,0,0
"BC1Organic.16S.S26",0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,0,8.47,0,0,0,0,0,30.23,0,0,0,0,0,0.17,0,0.33,0,0,0,0,0,0.33,0,0,0.83,0,0.33,0.66,0,0,0,0
"BC1Outer.16S.S26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.78,61.11,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0
"BC2Inner.16S.S26",0.53,0,0,0,0,0.53,0,0,0,0,0,0,0,1.6,0,4.81,0,0,0,0,13.9,31.55,0,0,0,0,0,0.53,0.53,0,0,0,1.07,0,0,0,0,0.53,0.53,0,1.07,0.53,0.53,0,0,0.53
"BC2Mineral.16S.S27",0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,0,5.93,0,0,0,0,0,29.63,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0.74,0,0,1.48,0,0.74,0.74,0,0,0,0
"BC2Organic.16S.S27",0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,0,5.99,0,0,0,0,0,35.25,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0.23,0,0,0.92,0,0.69,0.92,0,0,0,0
"BC2Outer.16S.S27",0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,10.48,0,0,0,0,0.57,37.96,0,0,0,0,0,0.57,0.57,0,0,0,1.13,0,0,0,0,0.57,0,0,1.7,0.28,0,0,0,0
"BC4Inner.16S.S27",0,0,0,0,0,0,0,0,0,0,0,0,0,3.01,1.2,0.6,0,0,0,0,13.86,50,0,0,0,0,0,6.63,6.63,0,0,0,1.81,0,0,0,0,6.63,0,0,0,0,0,0,0,0
"BC4Mineral.16S.S27",0.62,0,0,0,0,0,0.62,0,0,0,0,0,0,6.23,0.62,2.18,0,0,0,0,0,32.71,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,0,0.31,1.25,0,0.31,0.31,0,0,0,0
"BC4Organic.16S.S28",0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,6.2,0,0,0,0,0,33.47,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0.21,0,0,0.62,0,0.21,0.62,0,0,0,0
"BC4Outer.16S.S28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,81.63,0,0,0,0,0,4.08,4.08,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,0,0,0
"BO1Inner.16S.S28",0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.85,0,0,0,0,0,0.85,19.49,0,0,0,0,0,0.85,0.85,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0.85,0,0,0
"BO1Mineral.16S.S28",2.17,0,0,0,0,0,2.17,0.27,0,0,0,0,0,5.43,2.17,1.36,0,0,0,0,0,28.8,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,1.63,0,0.54,0.82,0,0,0.27,0
"BO1Organic.16S.S28",0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,0.88,0,0,0,0,0,34.36,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0.44,0,2.2,0,0.44,1.76,0,0,0.44,0
"BO1Outer.16S.S29",1.91,0,0,0,0,1.91,0,0,0,0,0,0,0,0.64,0,4.46,0,0,0.64,0,1.91,35.03,0,0,0,0,0,0.64,0.64,0,0,0,1.27,0,0,0,0,0.64,0,0,0.64,0,2.55,0,0.64,1.91
"CUL8RInner.16S.S29",0,1.05,0,0.53,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,23.68,13.16,0,0,0.53,0,0,1.05,0.53,0,0,0,0.53,0,0,0,0.53,0.53,0,0,0,0,0,0,0,0
"CUL8RMineral.16S.S29",0,1.22,0,0.61,0.61,0,0,0.61,0,0,0,0,0,4.27,0,0.61,0,0,0,0,0.61,15.24,0,0,0,0,0,0,0,1.83,0,0,1.22,0,0,0,0,0.61,1.83,0,1.22,0,0,0,0.61,0
"CUL8ROrganic.16S.S29",0,0,0,0,0,0,0,0,0,0.29,0,0,0,4.32,0.58,0.29,0,0,0,0,0.29,24.21,0,0,0,0,0,0,0,0.58,0,0,1.15,0,0,0,0,0.29,0.29,0,0.86,0.58,0,0,0.29,0.29
"CUL8ROuter.16S.S29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,18.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H101Inner.16S.S30",1.14,0,0,0,0,1.14,0,0,0,0,0,0,0,3.41,0,0,0,0,0,0,60.23,26.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14
"H101Mineral.16S.S30",2.25,0,0,0,0,0,2.25,0.32,0,0,0,0,0,9.97,2.25,2.89,0,0,0,0,0,33.12,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0.32,1.29,0,0,0.32,0,0,0,0.32
"H101Organic.16S.S30",0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,1.89,0,0,0,0,0,16.29,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0.38,0,0,0,0.38,0.38,0,0,0.38,0
"H101Outer.16S.S30",1.78,0,0,0,0,1.78,0,0,0,0,0,0,0,13.33,0,1.33,0,0,0,0,1.33,42.22,0,0,0,0,0,0.44,0.44,0,0,0,0,0,0,0,0,0.44,0.44,0,1.33,0,0,0,0,1.78
"H102Inner.16S.S31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,34.81,15.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0
"H102Mineral.16S.S31",0.45,0,0,0,0,0,0.45,0,0,0,0,0,0,10.09,0.45,5.83,0,0,0,0,0.45,36.1,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0.22,0,0.45,1.57,0,0.45,0.45,0,0,0.22,0
"H102Organic.16S.S31",0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,2.31,0,0,0,0,0,33.85,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0.38,0,1.15,0,1.54,0.77,0,0,0,0
"H102Outer.16S.S31",0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,4.81,0,0,0,0,11.86,27.56,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0.32,0,0.96,0,0.96,0,0,0
"H103Inner.16S.S31",0,0,0.69,0.69,0,0.35,0.69,0,0,0,0,0.35,0,11.46,0,0.35,0,0,0,0,12.5,23.26,0,0,0,0,0,0,0,0.35,0,0,0.35,0,0,0,0,0,1.39,0,0.69,0.69,0,0.35,0.35,0
"H103Mineral.16S.S32",2.64,0,0,0,0,0,2.64,0.29,0,0,0,0,0,10.85,2.64,1.76,0,0,0,0,0,34.9,0,0,0,0,0,0,0,3.81,0,0,0,0,0,0,0,0.29,0.59,0,0,0.29,0,0,0.29,0
"H103Organic.16S.S32",0,0,0,0,0,0,0,0,0,0,0,0,0,4.74,0,2.74,0,0,0,0,0,23.69,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.25,0.25,0,0.75,0,1.5,1,0,0,0.5,0
"H103Outer.16S.S32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0
"H104Mineral.16S.S32",2.23,0,0,0,0,0,2.23,0,0,0,0,0,0,9.11,2.23,2.02,0,0,0,0,0.2,28.34,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0.4,1.01,0,0,0.2,0,0,0.2,0.4
"H104Organic.16S.S32",0,0,0,0,0,0,0,0,0,0,0,0,0,8.02,0,2.78,0,0,0,0,0,23.77,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0.31,0,0,0.31,0,0.62,0,0,0,0.31,0
"H2Inner.16S.S33",0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,0,0.59,0,0,0,0,8.82,14.71,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0.59,0,0,0,0.59,0,0,0,0,0
"H2Mineral.16S.S33",0.34,0,2.41,2.41,0,0,2.41,0,0,0,0,0,0,1.72,0,3.09,0,0,0,0,0.69,14.09,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0.34,0,0.34,1.37,0,0,0.34,0,0,0,0
"H2Organic.16S.S33",0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,4.07,0,0,0,0,0,25.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,1.11,0,0.37,0.74,0,0,0,0
"H2Outer.16S.S33",0.81,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,31.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81
"H3Inner.16S.S34",0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,1.31,0,0,0,0,12.42,24.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0.65
"H3Outer.16S.S34",0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,1.06,0,0,0,0,1.06,30.69,0,0,0,0,0,1.59,0.53,0,0,0,0,0,0,0,1.06,0.53,0,0,0.53,0,0,0,0,0
"H301Inner.16S.S33",0.72,0,0,0,0,0.72,0,0,0,0,0,0,0,1.45,0,2.17,0,0,0,0,24.64,32.61,0,0,0,0,0,1.45,1.45,1.45,0,0,2.17,0,0,0,0,1.45,0,0,0,0,0,0,0,0.72
"H301Mineral.16S.S34",1.1,0,0,0,0,0,0.82,0,0,0,0,0,0,2.47,0.82,6.87,0,0,0,0,0,27.47,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,3.3,0,1.65,0.27,0,0,0,0
"H301Organic.16S.S34",0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0,2.6,0,0,0,0,0,36.99,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0.29,0,0,0,0,0.87,0.58,0,0,0,0
"H301Outer.16S.S34",0.51,0,0,0,0,0.51,0,0,0,0,0,0,0,1.01,0,7.58,0,0,0,0,14.14,32.32,0,0,0,0,0,0.51,0.51,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0.51
"H4Inner.16S.S35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,16.38,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0
"H4Organic.16S.S35",0,0.82,0,0.82,0,0,0,0,0,0,0,0,0,1.64,0,1.64,0,0,0,0,0.82,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,1.64,0,1.64,0.82,0,0,0,0
"H4Outer.16S.S35",0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,2.67,0,0,0,0,0.67,27.33,0,0,0,0,0,0.67,0.67,0,0,0,0,0,0,0,0,0.67,0.67,0,0.67,0.67,0,0,0,0
"H5Inner.16S.S35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,12,16,0,0,0,0,0,0.67,0.67,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0
"H5Mineral.16S.S35",5.05,0,0,0,0,0,5.05,0.27,0,0,0,0,0,9.57,5.05,2.13,0,0,0,0,0,32.98,0,0,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0.27,0.53,0,0,0,0
"H5Organic.16S.S36",0.61,0,0.61,0.61,0,0,0.61,0,0,0.61,0,0,0,2.44,0,3.05,0,0,0,0,0.61,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,1.22,0,1.22,0.61,0,0,0,0
"H5Outer.16S.S36",0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0.64,0,0,0,0,0.64,23.72,0,0,0,0,0,0.64,0.64,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0.64,0,0,0
"H8Organic.16S.S36",0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,3.67,0,0,0,0,0,22.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0.73,0,0.73,0.73,0,0,0.49,0
"H9Inner.16S.S36",0.98,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.61,17.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0.98,0,1.95,0,0,1.46
"H9Mineral.16S.S36",5.43,0,0,0,0,0,5.43,0,0,0,0,0,0,7.83,5.43,5.87,0,0,0,0,0,30.65,0,0,0,0,0,0,0,2.39,0,0,0,0,0,0,0,0.22,1.52,0,0.43,0.22,0,0,0.22,0
"H9Organic.16S.S37",0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,6.77,0,0,0,0,0,30.73,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0.52,0,0,1.3,0,0.26,0.78,0,0,0,0
"HM104Inner.16S.S14",0,0,0,0,0,0,0,0.55,0,0.55,0,0,0,0.37,0,0.92,0.18,0,0,0,51.02,7.95,0,0.18,0.18,0.18,0,0.55,2.4,7.02,0.18,0,0,0,0,0,0.55,5.36,0.18,0,0.18,0,0,0,0,0
"HM104Outer.16S.S14",0.45,0,0,0,0,0.45,0,0.45,0,0,0,0,0,0,0,1.35,0,0,0,0,39.46,11.66,0,0,0,0,0,0,0.45,1.79,0,0,0.9,0,0,0,0,1.79,0,0,0.45,0.45,0.45,0,0,0.45
"HM8Inner.16S.S14",0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,45.28,4.72,0,0,0,0,0,0.47,1.42,4.25,0,0,0.47,0,0,0,0,4.25,0,0,0,0,0.47,0,0,0
"HM8Mineral.16S.S15",2.82,0,0,0,0,0,2.82,0,0,0,0,0,0,6.21,2.82,4.8,0,0,0,0,0.28,31.07,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0.56,0.85,0,0.56,0.56,0,0,0,0
"HM8Outer.16S.S15",0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0.51,0.51,0,0,0,31.79,6.15,0,0,0,0,0,0,0.51,1.54,0,0,0.51,0,0,0,0.51,1.03,0.51,0,0,0,1.54,0,0.51,0
"HMX3Inner.16S.S15",0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,35.94,5.99,0,0,0,0,0,0,0.46,2.76,0,0,0,0,0,0,0.46,1.84,0,0,0,0,0,0,0,0
"HMX3Outer.16S.S15",0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,1.39,0,0,0,0,42.46,10.44,0,0,0,0,0,0,0.46,7.89,0,0,0,0,0,0,0.23,4.18,0,0,0,0,0,0,0,0
"HX2Inner.16S.S37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,53.61,15.46,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,1.03
"HX2Mineral.16S.S37",0,0,0,0,0,0,0,0.45,0,0,0,0,0,16.85,0.9,1.12,0,0,0,0,0,30.34,0,0,0.22,0,0,0.22,0,2.25,0,0,0.22,0,0,0,0,0,0.45,0,0.22,0,0,0,0,0
"HX2Organic.16S.S37",0,0,0,0,0,0,0,0.38,0,0,0,0,0,10.69,0.38,0.38,0,0,0,0,0,28.63,0,0,0.38,0,0,0.38,0,1.91,0,0,1.91,0,0,0,0,0,1.53,0,1.91,0.38,0,0,0,0
"HX2Outer.16S.S38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,0,0,0,25,34.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HX3Mineral.16S.S38",0,0,0,0,0,0,0,0,0,0,0,0,0,9.96,0,1.99,0,0,0,0,0.8,24.7,0,0,0,0,0,0,0,1.99,0,0,0.8,0,0,0,0,0.4,1.59,0,0,0.4,0,0,0.4,0
"HX3Organic.16S.S38",0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,1.21,0,0,0,0,0.4,16.94,0,0,0,0,0,0,0,0.81,0,0.81,0.81,0.81,0,0,0,0.4,1.61,0,2.02,1.21,0,0,0,0
"HX4Inner.16S.S38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.23,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0
"HX4Mineral.16S.S38",0,0,0,0,0,0,0,0.27,0,0,0,0,0,13.94,0.8,1.07,0,0,0,0,0.27,27.08,0,0,0,0,0,0,0,1.61,0,0,0.54,0,0,0.27,0,0,0.54,0,0.54,0.27,0,0,0,0
"HX4Organic.16S.S39",0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,0,1.17,0,0,0,0,0,19.06,0,0,0,0,0,0,0,0.29,0,0,0.29,0,0,0,0,0,2.35,0,1.47,0.88,0,0,0,0
"HX4Outer.16S.S39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,0,0,0,11.9,16.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0
"HX5Inner.16S.S39",0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0.77,0,0,0,0,0,14.62,11.54,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,1.54,0,0.77,0,0,0,0,0
"HX5Outer.16S.S39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,1.47,23.53,0,0,0,0,0,0.49,0.49,0,0,0,0,0,0,0,0,0.49,0.98,0,0.49,0,0,0,0,0
"HZ1Inner.16S.S39",0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0.62,0,0,0,0,27.33,17.39,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0.62,0,0,0
"HZ1Mineral.16S.S40",0,0,0,0,0,0,0,0.27,0,0,0,0,0,9.46,1.35,0.54,0,0,0,0,0.81,32.43,0,0,0.27,0,0,0.27,0,1.89,0,0,1.89,0,0,0,0,0.27,1.08,0,2.16,1.08,0,0,0,0
"HZ1Organic.16S.S40",0,0.42,0,0.42,0,0,0,0,0,0,0,0,0,21.67,0.83,1.67,0,0,0,0,0,35,0,0,0,0,0,0,0,1.25,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.42,0.42
"HZ1Outer.16S.S40",0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,4.05,1.35,0,0,0,0,8.11,31.08,0,0,0,0,0,6.76,6.76,0,0,0,0,0,0,0,0,6.76,0,0,0,0,0,0,0,0
"ML2Inner.16S.S40",0,0,0,0,0,0,0,0,0,0,0,0.67,0,10.74,1.01,1.01,0,0,0.34,0,0.34,45.97,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0.67,0,0,0,0,0.67,2.01,0.34
"ML2Mineral.16S.S40",3.9,0,0,0,0,0,3.9,0.24,0,0,0,0,0,7.32,3.9,3.66,0,0,0,0,0,32.2,0,0,0,0,0,0,0,1.95,0,0,0,0,0,0,0,0.49,0.98,0,0.24,0,0,0,0,0.24
"ML2Organic.16S.S41",0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,1.8,0,0,0,0,0,27.5,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0.49,0,0.33,0.82,0,0,0.16,0
"ML2Outer.16S.S41",0,0,0,0,0,0,0,0,0,0,0,0.34,0,9.22,1.37,0.34,0,0,0.68,0.34,0.68,44.37,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0.34,0,0,0,0,0.34,1.02,0.34,1.37,0.34
"MLGPInner.16S.S41",0.31,0,0,0,0,0.31,0,0,0,0,0,0,0,0.31,0,1.25,0,0,0,0,0.31,27.9,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,0,0,0.31,0,0,0.94,0.31,0.31,0,1.25,0.31
"MLGPMineral.16S.S41",1.66,0,0,0,0,0,1.66,0,0,0,0,0,0,8.32,1.66,2.08,0,0,0,0,0,26.4,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,2.91,0,0.62,0.42,0,0,0.42,0.21
"MLGPOrganic.16S.S41",0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0,4.24,0,0,0,0,0,37.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,1.18,0,0.24,0.94,0,0,0,0
